,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123
10,0.5656688,0.5622366,0.4292005,0.50969124,0.53060013,0.5820028,0.30138922,0.41847342,0.0,0.0,0.0,0.0,0.3513216,0.0,0.0,0.38936603,0.0,0.28363866,0.0,0.0,0.30578464,0.26210418,0.0,0.0,0.0,0.1454875,0.0,0.0,0.16819763,0.24556771,0.0,0.49331564,0.0,0.14261448,0.0,0.0,0.0,0.13348874,0.0,0.0,0.3484081,0.0,0.0,0.0,0.0,0.24694133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4275304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6139815,0.62438554,0.61036474,0.5017695,0.60320914,0.66961783,0.65085727,0.48584813,0.5165997,0.48871982,0.62420064,0.0,0.322936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08720269,0.108136475,0.0,0.0,0.69538224,0.0,0.0,0.0,0.25752673,0.0,0.49123412,0.0,0.42970556
11,0.21512198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2094444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12303416,0.0,0.22185427,0.21815056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44719058,0.30918178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6023633,0.4905556,0.0,0.230016,0.0,0.0,0.0,0.0,0.23947105,0.44245115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08879596,0.06562432,0.0,0.13595581,0.0,0.0,0.0,0.23257647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20355318,0.6782093,0.477115,0.0,0.0,0.0,0.0,0.0,0.53431,0.27064675,0.0,0.0,0.0,0.0,0.0,0.0,0.21592209
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36939338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3847551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31169468,0.0,0.40919924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41847342,0.0,0.43399546,0.0,0.0,0.2972031,0.0,0.0,0.0,0.23732033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12591068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24582356,0.0,0.0,0.22771321,0.0,0.44566116,0.46449342,0.0,0.0,0.0,0.0,0.0,0.0,0.2667529,0.30068612,0.0,0.0,0.35082653,0.0,0.0,0.0,0.0,0.0,0.0,0.045262247,0.2207084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36248723,0.0,0.7518008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32725117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25673792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5104434,0.0,0.0
14,0.3722847,0.2015025,0.25023296,0.5604632,0.45194745,0.383982,0.6798214,0.5857769,0.7011473,0.77347213,0.700053,0.67007697,0.562715,0.63944256,0.71895206,0.57517666,0.66787934,0.69691527,0.6874244,0.5557552,0.67064834,0.64778656,0.65292925,0.16973568,0.39578152,0.5026302,0.5890617,0.36625054,0.16819763,0.50172675,0.26808825,0.49331564,0.6296845,0.4906494,0.54290795,0.628778,0.5939013,0.67086244,0.502433,0.5437456,0.6175595,0.40498188,0.46025977,0.36451894,0.5325854,0.4638347,0.748003,0.47473404,0.65176946,0.5945692,0.49722812,0.579394,0.6536387,0.6353661,0.6713569,0.7368658,0.8206367,0.7586867,0.6893519,0.67126447,0.7575508,0.7803312,0.64648616,0.6934739,0.60151726,0.64176476,0.5770425,0.77417386,0.69851834,0.684392,0.45859516,0.6073692,0.4057548,0.0,0.6385491,0.425337,0.87816614,0.869954,0.8343344,0.8586369,0.5786107,0.77390945,0.72731435,0.81883013,0.75749177,0.795524,0.8330599,0.91727304,0.84340703,0.8511753,0.0,0.080270596,0.46137792,0.525724,0.306962,0.0,0.0,0.26217097,0.39808115,0.45605966,0.68011236,0.5982557,0.75011325,0.69403857,0.56953007,0.69073606,0.591596,0.6582232,0.5963259,0.5331204,0.6610489,0.5848659,0.67691183,0.618112,0.6490283,0.5558722,0.6528123,0.7283391,0.56562865,0.5683216,0.50877374,0.6904642,0.60608125,0.7541095
15,0.14159106,0.0,0.0,0.17681964,0.0,0.2772071,0.2127577,0.3489515,0.0,0.0,0.5597544,0.48236537,0.54478914,0.6285684,0.0,0.35852596,0.0,0.0,0.44015124,0.49219945,0.4557971,0.4918484,0.2094444,0.0,0.365867,0.46767467,0.22908339,0.2911339,0.4346782,0.42844746,0.0,0.4674557,0.1672415,0.0,0.35210854,0.20024644,0.4505972,0.0,0.1419585,0.4605509,0.17327762,0.40498188,0.0,0.0,0.48223633,0.4766164,0.45890778,0.5993546,0.55530953,0.38225907,0.6808359,0.59673584,0.21815056,0.38409492,0.54221666,0.28688818,0.6156535,0.5987015,0.0,0.6089753,0.36189604,0.4762102,0.6810042,0.0,0.7472681,0.81136465,0.7975377,0.67269456,0.83421826,0.9396964,0.90323526,0.7853532,0.7128795,0.0,0.6385491,0.7126157,0.7755292,0.6236844,0.71217793,0.5864232,0.2792149,0.48945206,0.0,0.0,0.0,0.4646848,0.0,0.5707949,0.47452202,0.53781044,0.24953286,0.36695796,0.0,0.06562432,0.0,0.13595581,0.46704572,0.4465999,0.083017565,0.52565634,0.7166853,0.23054083,0.5363969,0.57218903,0.39952117,0.0,0.7171434,0.47743157,0.5963259,0.6348683,0.16013531,0.44134328,0.5301937,0.42545688,0.43941218,0.39840078,0.4568573,0.0,0.51666766,0.4716055,0.611981,0.6420815,0.59493095,0.42970556
16,0.66579175,0.5405079,0.5965304,0.57015085,0.5212875,0.6118611,0.9442022,0.9113524,0.82801706,0.89507437,0.7684821,0.8392783,0.8711723,0.9889513,0.89749414,0.8922944,0.8429736,0.90702397,0.7292792,0.69968873,0.8128615,0.76742166,0.86235386,0.86984164,0.8628798,0.8525929,0.74413663,0.8458068,0.86922926,0.84323174,0.705453,0.8207535,0.8212658,0.90854156,0.8190418,0.79800665,0.78154117,0.7741619,0.7635081,0.85571283,0.8254061,0.6927316,0.7837612,0.7804326,0.7676522,0.79233795,0.94950265,0.8309182,0.9054749,0.9456876,0.9736393,0.8523233,0.93340164,0.9451961,0.9315587,1.0176933,0.9248665,0.9374332,0.9611293,0.9316301,0.969407,0.9900706,1.0324957,1.0021894,0.96860087,0.94363165,0.94807446,0.98618007,0.9757715,1.017573,1.0124522,0.94147384,0.95917195,1.2378045,1.0322608,0.9865711,1.0003864,0.9835564,0.9496007,1.0140318,0.9206444,0.9970232,1.004067,1.0180027,0.9807746,1.0582951,0.9660946,1.0524522,0.9751793,0.97886926,0.2681521,0.6132721,0.67125374,0.7248545,0.7781286,0.6759826,0.6627696,0.68502545,0.66280186,0.6748679,0.94340116,0.9050027,0.9786204,0.85290605,0.95407027,0.97899574,0.9057448,0.9237392,1.0145288,0.9988179,0.95448685,0.9004203,0.93121415,0.8922372,0.9635217,0.94332004,0.8947579,0.94149876,0.9433156,0.91246307,0.93544555,0.8799285,0.8731833,0.9410492
17,0.7088818,0.71448106,0.7278427,0.7430527,0.7019481,0.6849633,0.50485444,0.443118,0.57229346,0.47270402,0.46022102,0.6557502,0.70210713,0.47908145,0.67135257,0.6411268,0.6993659,0.62150115,0.51812464,0.503605,0.439822,0.5627121,0.55614686,0.55795765,0.5970368,0.6309234,0.5022131,0.5451578,0.7647065,0.7444342,0.57898176,0.5739937,0.6386406,0.63700956,0.5888561,0.5737024,0.5939013,0.6819934,0.5872778,0.6817803,0.49706605,0.65328485,0.5420001,0.5673561,0.69888705,0.63132364,0.52403843,0.24582356,0.5267323,0.39908653,0.5631695,0.41802153,0.6693738,0.4091792,0.5516509,0.38131577,0.4543495,0.6210001,0.56124943,0.18846051,0.6087303,0.5438131,0.0,0.0,0.3199826,0.56266177,0.3002567,0.77273625,0.0,0.2374962,0.0,0.59079325,0.7537687,0.5182219,0.7194104,0.91979,0.6578332,0.6150338,0.54896224,0.73094076,0.0,0.43073246,0.7037833,0.5738563,0.46649995,0.0,0.9092394,0.0,0.0,0.6350766,0.76399434,0.80013555,0.7654583,0.7238608,0.7265043,0.7507165,0.7657106,0.7441765,0.7284317,0.7661085,0.6147145,0.7102958,0.77362835,0.49603122,0.72920996,0.5964995,0.66502297,0.6395076,0.45915884,0.624675,0.6549237,0.7470581,0.71460515,0.6793778,0.5903603,0.70600873,0.6588006,0.7207278,0.65822494,0.617423,0.7213646,0.52708054,0.63809556,0.6034988
18,0.0,0.0,0.41188872,0.0,0.45194745,0.4941055,0.35632193,0.55423003,0.3671341,0.6320348,0.5346614,0.2631377,0.4977413,0.5564857,0.63980025,0.41454202,0.62331307,0.5383827,0.5879492,0.61478055,0.6466404,0.5753403,0.5467577,0.6091603,0.4582369,0.5822281,0.4109629,0.20414807,0.30234036,0.59674346,0.4334719,0.5949822,0.24819341,0.40486264,0.42167696,0.3958462,0.49730903,0.50070673,0.49445173,0.4340197,0.49706605,0.5264349,0.4781847,0.380554,0.0,0.0,0.71239686,0.70176387,0.6756383,0.73713386,0.62339175,0.51872575,0.57301635,0.5694778,0.6558926,0.7390574,0.7046488,0.6929387,0.67909384,0.69980794,0.7057413,0.7123195,0.8190241,0.79842085,0.7579505,0.75755537,0.7634491,0.7262608,0.7420431,0.776331,0.80569166,0.66479105,0.61715335,0.0,0.8433898,0.8729973,0.8026589,0.792508,0.8871627,0.92726225,0.8288568,0.7208863,0.9145486,0.7868156,0.840856,0.7391699,0.93975127,0.5707949,0.8834514,0.77597946,0.0,0.0,0.21930318,0.14747284,0.35219017,0.40137467,0.0,0.27870372,0.0,0.3177381,0.47847638,0.35402668,0.4858401,0.44745883,0.5956083,0.71358293,0.55795413,0.6741303,0.63845265,0.0,0.57741535,0.45813075,0.6201312,0.60121685,0.37002712,0.50801915,0.7282782,0.5254048,0.46112928,0.45474413,0.50877374,0.5665716,0.0,0.5345044
19,0.0,0.6284968,0.33880424,0.0,0.0,0.15319316,0.48929527,0.41847342,0.0,0.19830866,0.7455598,0.55242735,0.63393104,0.7862871,0.41796553,0.5928713,0.23732033,0.40928832,0.79855394,0.73161775,0.71167207,0.4791916,0.64094627,0.5931439,0.5970368,0.54119945,0.37236843,0.0,0.3958508,0.35634875,0.0,0.0,0.43227625,0.0,0.13516858,0.3617706,0.30068848,0.13348874,0.0,0.0,0.0,0.0,0.0,0.0,0.6706942,0.1654871,0.0,0.47473404,0.56148577,0.4141303,0.0,0.0,0.41834414,0.5136276,0.12092117,0.43697724,0.0,0.0,0.18295178,0.33264312,0.0,0.0,0.4423749,0.55265,0.5340741,0.0,0.0,0.53009945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5991137,0.0,0.6317605,0.0,0.7617368,0.0,0.68761134,0.4767831,0.59892327,0.0,0.23511522,0.39165962,0.0,0.0,0.6249752,0.0,0.080270596,0.28682858,0.14747284,0.41669342,0.20642823,0.4034898,0.39529106,0.21019286,0.0,0.5366836,0.45111924,0.42184132,0.38833317,0.4923419,0.24822704,0.3369953,0.72977084,0.0,0.19298209,0.0,0.0,0.71543354,0.60121685,0.6443914,0.73822165,0.53019387,0.70815223,0.0,0.5605407,0.5186006,0.15642534,0.5686632,0.6503491
20,0.80764776,0.8528207,0.8096193,0.7438446,0.6746415,0.7921807,0.78265697,0.8579759,0.68302405,0.91159874,0.7228091,0.7385529,0.91129994,0.8754486,0.47320342,0.6958767,0.66787934,0.77202445,0.77040136,0.70693225,0.69412357,0.74210906,0.6734732,0.832213,0.8490117,0.8376748,0.75228727,0.69929445,0.74682593,0.6926301,0.8416137,0.9419384,0.7310135,0.77772105,0.67667824,0.75479877,0.6821294,0.7953465,0.7097326,0.7132522,0.8035374,0.7899543,0.87043166,0.828371,0.76371133,0.7351723,0.5152156,0.56487256,0.63438195,0.59097314,0.58665437,0.60608953,0.6190215,0.0,0.4195927,0.7412022,0.6926629,0.6555854,0.6367289,0.55844617,0.54120517,0.745248,0.7132801,0.82990944,0.8718444,0.807055,0.8097802,0.8834284,0.9372412,0.8940095,0.9614881,0.8336285,0.8648041,0.0,0.88367605,0.95344585,0.9818483,0.8486982,0.82908225,0.84932625,0.5554469,0.8670087,0.7806815,0.852904,0.8555683,0.8817494,0.8065663,0.86562616,0.7857669,0.85395473,0.7942678,0.7363363,0.76738137,0.7911457,0.77353424,0.77009636,0.76187825,0.8228747,0.7325488,0.7273867,0.9339866,0.9808115,0.9340928,0.978131,0.8434742,0.85915947,0.88795626,0.8895866,0.9547685,1.0066254,0.8548396,1.010688,0.88205916,0.9737117,0.9581308,0.9568917,0.9219861,0.9111671,0.9825431,0.90232325,0.9290116,0.88253695,0.9138652,0.9554398
